,adm1,city,count,country,lat,lng
337,Zhytomyrs'ka oblast,Mala Racha,1.0,Ukraine,50.546110999999996,29.280278000000003
338,,İzmir,1.0,Turkey,38.41885,27.12872
339,Kyivs'ka oblast,Bohdanivka,1.0,Ukraine,50.626389,30.915
340,Kyivs'ka oblast,Kotsyubyns'ke,1.0,Ukraine,50.4884976,30.3357115
341,Nord-Pas-de-Calais,Lille,1.0,France,50.62925,3.057256
342,Vinnyts'ka oblast,Tul'chyn,1.0,Ukraine,48.674444,28.849721999999996
343,Cherkas'ka oblast,Pohyblyak,1.0,Ukraine,49.273056,30.635
344,Île-de-France,Paris,1.0,France,48.856614,2.3522218999999995
345,Ivano-Frankivs'ka oblast,Mostyshche,1.0,Ukraine,49.07027799999999,24.3425
346,Lviv Oblast,Mostys'ka,1.0,Ukraine,49.79416699999999,23.1525
347,Ivano-Frankivs'ka oblast,Dolyna,1.0,Ukraine,48.970556,24.011111
348,Sums'ka oblast,Trostyanets',1.0,Ukraine,50.466667,34.95
349,Kuyavian-Pomeranian Voivodeship,Bydgoszcz,1.0,Poland,53.12348040000001,18.0084378
350,Baden-Württemberg,Freiburg,1.0,Germany,47.99900770000001,7.842104299999999
351,Alberta,Edmonton,1.0,Canada,53.544389,-113.4909267
352,Kyivs'ka oblast,Velyka Dymerka,1.0,Ukraine,50.5907602,30.8943781
353,California,San Jose,1.0,United States,37.3393857,-121.8949555
354,Crimea,Armyans'k,1.0,,46.1140519,33.6876019
355,Ternopil's'ka oblast,Kopychyntsi,1.0,Ukraine,49.09999999999999,25.933332999999998
356,Cherkas'ka oblast,Zhashkiv,1.0,Ukraine,49.25,30.1
357,North Rhine-Westphalia,Münster,1.0,Germany,51.95262289999999,7.5516663
358,Donetsk Oblast,Mykolaivka,1.0,Ukraine,48.85304420000001,37.77115429999999
359,Rivnens'ka oblast,Bystrychi,1.0,Ukraine,50.882222,26.905833
360,Vinnyts'ka oblast,Zhmerynka,1.0,Ukraine,49.05,28.1
361,Zhytomyrs'ka oblast,Radomyshl',1.0,Ukraine,50.494721999999996,29.233333000000002
362,Kyivs'ka oblast,Borodyanka,1.0,Ukraine,50.628721999999996,29.894194
363,Hesse,Frankfurt,1.0,Germany,50.1109221,8.6821267
364,Odessa Oblast,Tatarbunary,1.0,Ukraine,45.83911320000001,29.6145761
365,Lviv Oblast,Zhuratyn,1.0,Ukraine,49.941666999999995,24.600832999999998
366,Thuringia,Erfurt,1.0,Germany,50.98476789999999,11.0298799
367,Vologda Oblast,Cherepovets,1.0,Russia,59.132332999999996,37.9091811
368,Ivano-Frankivs'ka oblast,Tsenyava,1.0,Ukraine,48.550278000000006,25.124722
369,Limburg,Maastricht,1.0,The Netherlands,50.8513682,5.6909725
370,Khersons'ka oblast,Kozats'ke,1.0,Ukraine,46.786667,33.332221999999994
371,Rivnens'ka oblast,Stepan',1.0,Ukraine,51.128333000000005,26.304167
372,Khmel'nyts'ka oblast,Derazhnya,1.0,Ukraine,49.266667,27.433333
373,Sums'ka oblast,Lebedyn,1.0,Ukraine,50.579722,34.477222
374,Oslo,Oslo,1.0,Kingdom of Norway,59.913868799999996,10.7522454
375,Donetsk Oblast,Artemivs'k,1.0,Ukraine,48.5986674,37.9980367
376,Ivano-Frankivs'ka oblast,Nyzhnii Verbizh,1.0,Ukraine,48.5102309,25.0136635
377,Kyivs'ka oblast,Kriukivshchyna,1.0,Ukraine,50.371922,30.37116199999999
378,Silesian Voivodeship,Piekary Slaskie,1.0,Poland,50.37891079999999,18.9270475
379,Odessa Oblast,Novoselivka,1.0,Ukraine,46.992222,29.911944000000002
380,Luhans'ka oblast,Rubizhne,1.0,Ukraine,49.01,38.371389
381,Lviv Oblast,Kam'yanka-Buz'ka,1.0,Ukraine,50.09999999999999,24.35
382,Vinnyts'ka oblast,Lypovets',1.0,Ukraine,49.220833,29.05694399999999
383,Luhans'ka oblast,Shul'hynka,1.0,Ukraine,49.143333,38.926389
384,Ivano-Frankivs'ka oblast,Vyhoda,1.0,Ukraine,48.92833299999999,23.918332999999997
385,Region of Murcia,Murcia,1.0,Spain,37.992239899999994,-1.1306544
386,Rivnens'ka oblast,Lyuchyn,1.0,Ukraine,50.31277799999999,26.438610999999998
387,Donetsk Oblast,Dzerzhyns'k,1.0,Ukraine,48.4,37.833333
388,Zaporiz'ka oblast,Novomykolaivka,1.0,Ukraine,47.978889,35.897778
389,Luhans'ka oblast,Bryanka,1.0,Ukraine,48.513333,38.643056
390,Odessa Oblast,Rozdil'na,1.0,Ukraine,46.85,30.066667
391,Zhytomyrs'ka oblast,Berestivka,1.0,Ukraine,50.340556,27.476111
392,Vaduz,Vaduz,1.0,Liechtenstein,47.14136999999999,9.5207
393,New South Wales,Sydney,1.0,Australia,-33.8674869,151.20699019999998
394,Ivano-Frankivs'ka oblast,Zabolotiv,1.0,Ukraine,48.4723378,25.2792457
395,Ivano-Frankivs'ka oblast,Pniv,1.0,Ukraine,48.610556,24.528889000000003
396,Jalisco,Guadalajara,1.0,Mexico,20.6596988,-103.3496092
397,Chernivets'ka oblast,Kitsman',1.0,Ukraine,48.441666999999995,25.76
398,Volyns'ka oblast,Kortelisy,1.0,Ukraine,51.8525,24.4303
399,Donetsk Oblast,Novohrodivka,1.0,Ukraine,48.2,37.339444
400,Dnipropetrovsk Oblast,Mahdalynivka,1.0,Ukraine,48.9255392,34.907548999999996
401,Mykolaivs'ka oblast,Bashtanka,1.0,Ukraine,47.4,32.45
402,Volyns'ka oblast,Kamin'-Kashyrs'kyi,1.0,Ukraine,51.624167,24.960556
403,Volyns'ka oblast,Turiis'k,1.0,Ukraine,51.088333,24.524444
404,Ternopil's'ka oblast,Skomorokhy,1.0,Ukraine,49.406667,25.725278
405,Zhytomyrs'ka oblast,Velyki Kosharyshcha,1.0,Ukraine,50.2825326,28.9077521
406,Ternopil's'ka oblast,Kremenets',1.0,Ukraine,50.119721999999996,25.716667
407,Sums'ka oblast,Bilopillya,1.0,Ukraine,51.148333,34.300833000000004
408,Lesser Poland Voivodeship,Oswiecim,1.0,Poland,50.0343982,19.209778200000002
409,Luhans'ka oblast,смт. Новоайдар,1.0,Ukraine,48.96685739999999,38.991712400000004
410,Lviv Oblast,Hirnyk,1.0,Ukraine,50.330730700000004,24.190216500000002
411,Lviv Oblast,Drozdovychi,1.0,Ukraine,49.6775058,22.901799899999997
412,Khmel'nyts'ka oblast,Yarmolyntsi,1.0,Ukraine,49.1925,26.839722
413,Lower Silesian Voivodeship,Milicz,1.0,Poland,51.527595700000006,17.2712122
414,Lviv Oblast,Skole,1.0,Ukraine,49.033333,23.516667
415,Rivnens'ka oblast,Ostriv,1.0,Ukraine,50.41805600000001,26.017222
416,Guangdong,Guangzhou,1.0,China,23.129163000000002,113.264435
417,Volyns'ka oblast,Harazdzha,1.0,Ukraine,50.739444,25.526111
418,Luhans'ka oblast,Novodruzhes'k,1.0,Ukraine,48.966667,38.35
419,Bratislava Region,Bratislava,1.0,Slovakia,48.14589229999999,17.1071373
420,England,Southampton,1.0,United Kingdom,50.90970040000001,-1.4043508999999998
421,Kharkiv Oblast,Velykyi Burluk,1.0,Ukraine,50.045556,37.390556
422,Zhytomyrs'ka oblast,Shumsk,1.0,Ukraine,50.183333000000005,28.55
423,Zhytomyrs'ka oblast,Chmil',1.0,Ukraine,50.930556,27.910278
424,Luhans'ka oblast,Troits'ke,1.0,Ukraine,49.904333,38.308003
425,Cherkas'ka oblast,Yaroshivka,1.0,Ukraine,48.77,31.255556
426,Zakarpats'ka oblast,Mizhhir'ya,1.0,Ukraine,48.5217508,23.503452600000003
427,Zhytomyrs'ka oblast,Volodars'k-Volyns'kyi,1.0,Ukraine,50.59555599999999,28.444722
428,Homiel Province,Gomel,1.0,Belarus,52.44527799999999,30.984167
429,Zakarpats'ka oblast,Tyachiv,1.0,Ukraine,48.011389,23.572222
430,Washington,Seattle,1.0,United States,47.6062095,-122.33207079999998
431,Kharkiv Oblast,Lyubotyn,1.0,Ukraine,49.95,35.929444000000004
432,Volyns'ka oblast,Volodymyr-Volynsky,1.0,Ukraine,50.848056,24.322222
433,Bavaria,Augsburg,1.0,Germany,48.3705449,10.897789999999999
434,Lviv Oblast,Sknyliv,1.0,Ukraine,49.7942127,23.9355976
435,Lviv Oblast,Rozvadiv,1.0,Ukraine,49.50027799999999,23.966944
436,Kyivs'ka oblast,Prolisky,1.0,Ukraine,50.393333,30.788333
437,Zakarpats'ka oblast,Irshava,1.0,Ukraine,48.316666999999995,23.05
438,Vaud,Lausanne,1.0,Switzerland,46.5199617,6.6335970999999985
439,Ontario,Ottawa,1.0,Canada,45.42152960000001,-75.69719309999998
440,Midi-Pyrénées,Clermont-le-Fort,1.0,France,43.4595011,1.4713389
441,Kharkiv Oblast,Natalyne,1.0,Ukraine,49.34555599999999,35.482778
442,Iowa,Ames,1.0,United States,42.034721999999995,-93.62
443,Poltavs'ka oblast,Myrhorod,1.0,Ukraine,49.966667,33.6
444,Łódź Voivodeship,Lodz,1.0,Poland,51.7592485,19.4559833
445,Meath,Navan,1.0,Ireland,53.6530417,-6.6842304000000015
446,West Pomeranian Voivodeship,Szczecin,1.0,Poland,53.4285438,14.5528116
447,Lviv Oblast,Velykyi Lyubin',1.0,Ukraine,49.723889,23.733611
448,Kyivs'ka oblast,Hostomel',1.0,Ukraine,50.569167,30.265278000000002
449,Kyivs'ka oblast,Hlevakha,1.0,Ukraine,50.262221999999994,30.289444
450,Baden-Württemberg,Mannheim,1.0,Germany,49.4874592,8.466039499999999
451,Donetsk Oblast,Shakhtars'k,1.0,Ukraine,48.0625,38.416667
452,Lombardy,Milan,1.0,Italy,45.465421899999996,9.1859243
453,Brussels,Brussels,1.0,Belgium,50.8503396,4.3517103
454,Kyivs'ka oblast,Kalynivka,1.0,Ukraine,50.559166999999995,30.821111
455,Luhans'ka oblast,Starobil's'k,1.0,Ukraine,49.2833,38.9167
456,Lviv Oblast,Radekhiv,1.0,Ukraine,50.282778,24.6375
457,Dnipropetrovsk Oblast,Oleksiivka,1.0,Ukraine,47.594268,34.237697
458,Ternopil's'ka oblast,Khorostkiv,1.0,Ukraine,49.2030849,25.903470199999997
459,Kyivs'ka oblast,Chaiky,1.0,Ukraine,50.4401629,30.2879474
460,Dnipropetrovsk Oblast,Kirovs'ke,1.0,Ukraine,48.550312,34.855568
461,Kyivs'ka oblast,Muzychi,1.0,Ukraine,50.360278,30.1125
