num,adm1,city,count,country,lat,lng
336,Sums'ka oblast,Trostyanets',1.0,Ukraine,50.466667,34.95
337,Zaporiz'ka oblast,Orikhiv,1.0,Ukraine,47.566666999999995,35.783333
338,Kharkiv Oblast,Panyutyne,1.0,Ukraine,48.929722,36.28
339,Kyivs'ka oblast,Shpyt'ky,1.0,Ukraine,50.4175,30.127778000000003
340,West Pomeranian Voivodeship,Szczecin,1.0,Poland,53.4285438,14.5528116
341,Ontario,Ottawa,1.0,Canada,45.42152960000001,-75.69719309999998
342,Cherkas'ka oblast,Vil'shana,1.0,Ukraine,49.209722,31.208889000000003
343,Luhans'ka oblast,Kreminna,1.0,Ukraine,49.05,38.2167
344,Jalisco,Guadalajara,1.0,Mexico,20.6596988,-103.3496092
345,Lviv Oblast,Sosnivka,1.0,Ukraine,50.29969440000001,24.247116600000002
346,Lviv Oblast,Velyka Vil'shanytsya,1.0,Ukraine,49.80694399999999,24.662778
347,Kyivs'ka oblast,Rzhyshchiv,1.0,Ukraine,49.961110999999995,31.043611
348,Lviv Oblast,Hirnyk,1.0,Ukraine,50.330730700000004,24.190216500000002
349,Lviv Oblast,Sknyliv,1.0,Ukraine,49.7942127,23.9355976
350,Vinnyts'ka oblast,Zhmerynka,1.0,Ukraine,49.05,28.1
351,Vologda Oblast,Cherepovets,1.0,Russia,59.132332999999996,37.9091811
352,Odessa Oblast,Liubashivka,1.0,Ukraine,47.083333,30.033333000000002
353,Volyns'ka oblast,Lyubeshiv,1.0,Ukraine,51.75506729999999,25.498235
354,Iowa,Ames,1.0,United States,42.034721999999995,-93.62
355,Cherkas'ka oblast,Khrystynivka,1.0,Ukraine,48.81172120000001,29.973894899999998
356,Vinnyts'ka oblast,Chechel'nyk,1.0,Ukraine,48.217,29.35
357,Silesian Voivodeship,Piekary Slaskie,1.0,Poland,50.37891079999999,18.9270475
358,Rhineland-Palatinate,Trippstadt,1.0,Germany,49.3589666,7.7742651999999985
359,Tula Oblast,Novomoskovsk,1.0,Russia,54.0109034,38.2963063
360,Ivano-Frankivs'ka oblast,Dolyna,1.0,Ukraine,48.970556,24.011111
361,Carinthia,Dolina,1.0,Austria,46.640126200000005,14.4491362
362,Odessa Oblast,Kominternivs'ke,1.0,Ukraine,46.82,30.945
363,Rivnens'ka oblast,Ostriv,1.0,Ukraine,50.41805600000001,26.017222
364,Ivano-Frankivs'ka oblast,Bohorodchany,1.0,Ukraine,48.808056,24.538056
365,Ivano-Frankivs'ka oblast,Nyzhnii Verbizh,1.0,Ukraine,48.5102309,25.0136635
366,Ternopil's'ka oblast,Husyatyn,1.0,Ukraine,49.073147,26.1831731
367,Lviv Oblast,Rudky,1.0,Ukraine,49.653056,23.488056
368,Kyivs'ka oblast,Chaiky,1.0,Ukraine,50.4401629,30.2879474
369,Kharkiv Oblast,Natalyne,1.0,Ukraine,49.34555599999999,35.482778
370,Luhans'ka oblast,Novodruzhes'k,1.0,Ukraine,48.966667,38.35
371,Kirovohrads'ka oblast,Znam'yanka,1.0,Ukraine,48.713611,32.673333
372,Lesser Poland Voivodeship,Oswiecim,1.0,Poland,50.0343982,19.209778200000002
373,Sums'ka oblast,Lebedyn,1.0,Ukraine,50.579722,34.477222
374,Chernihivs'ka oblast,Ichnia,1.0,Ukraine,51.25,32.6
375,Dnipropetrovsk Oblast,Marhanets',1.0,Ukraine,47.639722,34.636389
376,Donetsk Oblast,Mykolaivka,1.0,Ukraine,48.85304420000001,37.77115429999999
377,Vinnyts'ka oblast,Lityn,1.0,Ukraine,49.327220000000004,28.083333000000003
378,Kyivs'ka oblast,Velyka Dymerka,1.0,Ukraine,50.5907602,30.8943781
379,,Girne,1.0,,35.323710399999996,33.3149413
380,Bavaria,Regensburg,1.0,Germany,49.0134297,12.101623599999998
381,Lviv Oblast,Drozdovychi,1.0,Ukraine,49.6775058,22.901799899999997
382,Lombardy,Milan,1.0,Italy,45.465421899999996,9.1859243
383,New South Wales,Sydney,1.0,Australia,-33.8674869,151.20699019999998
384,Dnipropetrovsk Oblast,Bashmachka,1.0,Ukraine,48.156019,35.010940999999995
385,Zakarpats'ka oblast,Svalyava,1.0,Ukraine,48.547222,22.986110999999998
386,Luhans'ka oblast,Sverdlovs'k,1.0,Ukraine,48.077778,39.647222
387,Ternopil's'ka oblast,Skomorokhy,1.0,Ukraine,49.406667,25.725278
388,Mykolaivs'ka oblast,Ol'shans'ke,1.0,Ukraine,47.184444,31.793889
389,Lviv Oblast,Zhuratyn,1.0,Ukraine,49.941666999999995,24.600832999999998
390,Odessa Oblast,Kholodna Balka,1.0,Ukraine,46.6,30.583333000000003
391,Dnipropetrovsk Oblast,Synel'nykove,1.0,Ukraine,48.3167,35.5167
392,Luhans'ka oblast,Bryanka,1.0,Ukraine,48.513333,38.643056
393,Kyivs'ka oblast,Bohdanivka,1.0,Ukraine,50.626389,30.915
394,California,San Francisco,1.0,United States,37.7749295,-122.4194155
395,Hrodna Province,Slonim,1.0,Belarus,53.083332999999996,25.316667000000002
396,Midi-Pyrénées,Clermont-le-Fort,1.0,France,43.4595011,1.4713389
397,Odessa Oblast,Rozdil'na,1.0,Ukraine,46.85,30.066667
398,Crimea,Alushta,1.0,,44.67638300000001,34.41005
399,Piedmont,Turin,1.0,Italy,45.070312,7.686856499999998
400,Kyivs'ka oblast,Hostomel',1.0,Ukraine,50.569167,30.265278000000002
401,Kyivs'ka oblast,Nove Zalissya,1.0,Ukraine,50.690278,29.968611
402,Bratislava Region,Bratislava,1.0,Slovakia,48.14589229999999,17.1071373
403,Kyivs'ka oblast,Berezan',1.0,Ukraine,50.3070969,31.46433
404,Skane County,Lund,1.0,Sweden,55.704660100000005,13.1910073
405,Chernivets'ka oblast,Khotyn,1.0,Ukraine,48.5,26.5
406,Cherkas'ka oblast,Vatutine,1.0,Ukraine,49.016667,31.066667
407,Khersons'ka oblast,Kozats'ke,1.0,Ukraine,46.786667,33.332221999999994
408,Vinnyts'ka oblast,Lypovets',1.0,Ukraine,49.220833,29.05694399999999
409,Zaporiz'ka oblast,Polohy,1.0,Ukraine,47.476110999999996,36.259167
410,Zhytomyrs'ka oblast,Ovruch,1.0,Ukraine,51.316666999999995,28.8
411,Andalusia,Huelva,1.0,Spain,37.261421,-6.9447224
412,Carinthia,Klagenfurt,1.0,Austria,46.62794,14.30899
413,Luhans'ka oblast,Rubizhne,1.0,Ukraine,49.01,38.371389
414,Volyns'ka oblast,Kamin'-Kashyrs'kyi,1.0,Ukraine,51.624167,24.960556
415,Attica,Athens,1.0,Greece,37.983917,23.7293599
416,Volyns'ka oblast,Turiis'k,1.0,Ukraine,51.088333,24.524444
417,Zaporiz'ka oblast,Novomykolaivka,1.0,Ukraine,47.978889,35.897778
418,Poltavs'ka oblast,Chervonozavods'ke,1.0,Ukraine,50.402466499999996,33.38474980000001
419,Odessa Oblast,Kotovs'k,1.0,Ukraine,47.75,29.533333000000002
420,Cherkas'ka oblast,Yaroshivka,1.0,Ukraine,48.77,31.255556
421,Kharkiv Oblast,Khlibne,1.0,Ukraine,48.9265826,36.2743664
422,Kirovohrads'ka oblast,Haivoron,1.0,Ukraine,48.333333,29.866667
423,Donetsk Oblast,Dzerzhyns'k,1.0,Ukraine,48.4,37.833333
424,Dnipropetrovsk Oblast,Ternivka,1.0,Ukraine,48.512610200000005,36.0805821
425,Alsace,Strasbourg,1.0,France,48.583148,7.747882000000001
426,Region of Murcia,Murcia,1.0,Spain,37.992239899999994,-1.1306544
427,Kyivs'ka oblast,Borodyanka,1.0,Ukraine,50.628721999999996,29.894194
428,Podkarpackie Voivodeship,Rzeszow,1.0,Poland,50.041186700000004,21.999119600000004
429,Tatarstan,Kazan,1.0,Russia,55.790278,49.134722
430,Khmel'nyts'ka oblast,Yarmolyntsi,1.0,Ukraine,49.1925,26.839722
431,Khmel'nyts'ka oblast,Nova Ushytsya,1.0,Ukraine,48.835,27.271389000000003
432,Poltavs'ka oblast,Karlivka,1.0,Ukraine,49.45,35.133333
433,Zhytomyrs'ka oblast,Radomyshl',1.0,Ukraine,50.494721999999996,29.233333000000002
434,Ternopil's'ka oblast,Khorostkiv,1.0,Ukraine,49.2030849,25.903470199999997
435,Santiago Metropolitan Region,Santiago,1.0,Chile,-33.469119899999995,-70.641997
436,Kyivs'ka oblast,Muzychi,1.0,Ukraine,50.360278,30.1125
437,Red Sea Governorate,Hurghada,1.0,Egypt,27.2578957,33.811606700000006
438,Bavaria,Augsburg,1.0,Germany,48.3705449,10.897789999999999
439,Sums'ka oblast,Bilopillya,1.0,Ukraine,51.148333,34.300833000000004
440,Mykolaivs'ka oblast,Snihurivka,1.0,Ukraine,47.066666999999995,32.816666999999995
441,Volyns'ka oblast,Lyuboml',1.0,Ukraine,51.223056,24.037778
442,Lviv Oblast,Velykyi Lyubin',1.0,Ukraine,49.723889,23.733611
443,Odessa Oblast,Berezivka,1.0,Ukraine,47.200556,30.917222
444,Limburg,Maastricht,1.0,The Netherlands,50.8513682,5.6909725
445,Cherkas'ka oblast,Pohyblyak,1.0,Ukraine,49.273056,30.635
446,Uusimaa,Helsinki,1.0,Finland,60.17332440000001,24.9410248
447,Dnipropetrovsk Oblast,Kirovs'ke,1.0,Ukraine,48.550312,34.855568
448,,Sumgayit,1.0,Azerbaijan,40.556985600000004,49.6989473
449,Vinnyts'ka oblast,Mohyliv-Podil's'kyi,1.0,Ukraine,48.455,27.808056
450,Ternopil's'ka oblast,Kremenets',1.0,Ukraine,50.119721999999996,25.716667
451,Vaduz,Vaduz,1.0,Liechtenstein,47.14136999999999,9.5207
452,Maharashtra,Sheraval Kh.,1.0,India,17.7007212,73.31774890000001
453,Vinnyts'ka oblast,Yampil',1.0,Ukraine,48.243612,28.287041
454,Rivnens'ka oblast,Maslyanka,1.0,Ukraine,50.530833,25.613889
455,Kyivs'ka oblast,Khotiv,1.0,Ukraine,50.333333,30.46666699999999
456,Crimea,Armyans'k,1.0,,46.1140519,33.6876019
457,North Rhine-Westphalia,Münster,1.0,Germany,51.95262289999999,7.5516663
458,Volyns'ka oblast,Kortelisy,1.0,Ukraine,51.8525,24.4303
459,Zhytomyrs'ka oblast,Volodars'k-Volyns'kyi,1.0,Ukraine,50.59555599999999,28.444722
460,Odessa Oblast,Lymans'ke,1.0,Ukraine,46.663889000000005,29.970833000000002
461,Dagestan Republic,Derbent,1.0,Russia,42.05,48.3
